Date,State,Disease,Disease_Count
14-07-2020,Telangana,Breast Pain,1
14-07-2020,Telangana,Anxiety,1
15-07-2020,Andhra Pradesh,Fever,213
15-07-2020,Andhra Pradesh,Cough,66
15-07-2020,Andhra Pradesh,SHORTNESS OF BREATH,41
15-07-2020,Andhra Pradesh,SORE THROAT,34
15-07-2020,Telangana,Fever,21
15-07-2020,Andhra Pradesh,Chronic headache,12
15-07-2020,Telangana,Chronic headache,12
15-07-2020,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,8
15-07-2020,Andhra Pradesh,Chest pain,8
15-07-2020,Telangana,Cough,8
15-07-2020,Telangana,DIARRHEA,6
15-07-2020,Telangana,SHORTNESS OF BREATH,6
15-07-2020,Telangana,Tooth Pain,5
15-07-2020,Telangana,FEVER IN CHILDREN,5
15-07-2020,Andhra Pradesh,BACK PAIN,4
15-07-2020,Telangana,CONSTIPATION,4
15-07-2020,Telangana,DIZZINESS,4
15-07-2020,Telangana,SCALING DISORDERS OF SKIN,4
15-07-2020,Telangana,NAUSEA OR VOMITING,4
15-07-2020,Andhra Pradesh,NAUSEA OR VOMITING,3
15-07-2020,Telangana,Belching/ Growling Stomach/ Gas,3
15-07-2020,Andhra Pradesh,DIARRHEA,3
15-07-2020,Andhra Pradesh,DEPRESSION,3
15-07-2020,Andhra Pradesh,Belching/ Growling Stomach/ Gas,3
15-07-2020,Telangana,continuous abdominal Problem,3
15-07-2020,Andhra Pradesh,NECK PAIN,3
15-07-2020,Andhra Pradesh,covid19 stress,2
15-07-2020,Telangana,Stomach ache,2
15-07-2020,Telangana,Chest pain,2
15-07-2020,Telangana,BACK PAIN,2
15-07-2020,Andhra Pradesh,HAIR LOSS,2
15-07-2020,Telangana,continuous abdominal cramp Problems,2
15-07-2020,Telangana,Rash,2
15-07-2020,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,2
15-07-2020,Telangana,UNEXPLAINED WEIGHT LOSS,2
15-07-2020,Telangana,HAIR LOSS,1
15-07-2020,Telangana,MISSED OR IRREGULAR PERIODS,1
15-07-2020,Telangana,depression,1
15-07-2020,Telangana,PAINFUL OR FREQUENT URINATION,1
15-07-2020,Telangana,Discharge from the eye,1
15-07-2020,Andhra Pradesh,Rash,1
15-07-2020,Andhra Pradesh,covid19 phobia,1
15-07-2020,Telangana,Eye pain or problem with eyelid,1
15-07-2020,Andhra Pradesh,VOMITING IN INFANTS,1
15-07-2020,Andhra Pradesh,continuous abdominal pain/upset Problems,1
15-07-2020,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
15-07-2020,Andhra Pradesh,deprecation,1
15-07-2020,Telangana,Breast Pain,1
15-07-2020,Andhra Pradesh,NUMBNESS OR TINGLING,1
15-07-2020,Andhra Pradesh,TENSION,1
15-07-2020,Telangana,HEAVY MENSTRUAL PERIODS,1
15-07-2020,Andhra Pradesh,continuous abdominal/stomach cramp Problems,1
15-07-2020,Telangana,Knee Pain,1
15-07-2020,Telangana,Bleeding after Menopause,1
15-07-2020,Telangana,ULCERS OF SKIN,1
15-07-2020,Andhra Pradesh,PAINFUL OR FREQUENT URINATION,1
15-07-2020,Andhra Pradesh,PAIN IN THE ANKLES OR FEET,1
15-07-2020,Andhra Pradesh,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,1
15-07-2020,Andhra Pradesh,BREAKUP,1
15-07-2020,Andhra Pradesh,FEVER IN CHILDREN,1
15-07-2020,Andhra Pradesh,MISSED OR IRREGULAR PERIODS,1
15-07-2020,Andhra Pradesh,HEAVY MENSTRUAL PERIODS,1
15-07-2020,Andhra Pradesh,CONSTIPATION,1
15-07-2020,Andhra Pradesh,Drowsiness,1
15-07-2020,Andhra Pradesh,Eye pain or problem with eyelid,1
15-07-2020,Andhra Pradesh,Ear Pain In Children,1
15-07-2020,Andhra Pradesh,COVID19,1
15-07-2020,Telangana,schizophrenia,1
15-07-2020,Telangana,ANXIETY,1
15-07-2020,Telangana,hyper sexuality.,1
15-07-2020,Telangana,sleep problem,1
15-07-2020,Telangana,"unknown fear of having COVID, weakness, tension,",1
15-07-2020,Telangana,"weakness, excessive sexual desire.",1
15-07-2020,Telangana,size problem,1
15-07-2020,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,1
16-07-2020,Andhra Pradesh,Fever,238
16-07-2020,Andhra Pradesh,Cough,66
16-07-2020,Andhra Pradesh,SHORTNESS OF BREATH,38
16-07-2020,Telangana,Fever,24
16-07-2020,Andhra Pradesh,SORE THROAT,21
16-07-2020,Andhra Pradesh,Chronic headache,17
16-07-2020,Andhra Pradesh,Chest pain,12
16-07-2020,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,12
16-07-2020,Telangana,Belching/ Growling Stomach/ Gas,11
16-07-2020,Andhra Pradesh,Stomach ache,8
16-07-2020,Telangana,DIARRHEA,7
16-07-2020,Telangana,PAINFUL OR FREQUENT URINATION,6
16-07-2020,Andhra Pradesh,VOMITING IN INFANTS,4
16-07-2020,Telangana,Eye pain or problem with eyelid,4
16-07-2020,Telangana,FEVER IN CHILDREN,3
16-07-2020,Telangana,NECK PAIN,3
16-07-2020,Andhra Pradesh,DIARRHEA,3
16-07-2020,Andhra Pradesh,HAIR LOSS,3
16-07-2020,Andhra Pradesh,SHOULDER PAIN,3
16-07-2020,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,3
16-07-2020,Telangana,Chest pain,3
16-07-2020,Telangana,Cough,3
16-07-2020,Telangana,Chronic headache,3
16-07-2020,Telangana,continuous abdominal cramp Problems,3
16-07-2020,Andhra Pradesh,BACK PAIN,3
16-07-2020,Telangana,Tooth Pain,2
16-07-2020,Telangana,VOMITING IN INFANTS,2
16-07-2020,Telangana,Stomach ache,2
16-07-2020,Telangana,CONSTIPATION,2
16-07-2020,Telangana,SHORTNESS OF BREATH,2
16-07-2020,Telangana,PAINFUL MENSTRUAL CRAMPS,2
16-07-2020,Telangana,Ear Pain or Pressure,2
16-07-2020,Telangana,HAIR LOSS,2
16-07-2020,Telangana,DIZZINESS,2
16-07-2020,Telangana,Discharge from the eye,2
16-07-2020,Telangana,PAIN IN THE ANKLES OR FEET,2
16-07-2020,Telangana,MISSED OR IRREGULAR PERIODS,2
16-07-2020,Andhra Pradesh,heath issue,2
16-07-2020,Andhra Pradesh,continuous abdominal cramp Problems,2
16-07-2020,Andhra Pradesh,CONSTIPATION,2
16-07-2020,Andhra Pradesh,Eye pain or problem with eyelid,2
16-07-2020,Andhra Pradesh,NECK PAIN,2
16-07-2020,Andhra Pradesh,NAUSEA OR VOMITING,2
16-07-2020,Telangana,"insomnia , change mood",1
16-07-2020,Telangana,depression,1
16-07-2020,Telangana,DEPRESSION,1
16-07-2020,Andhra Pradesh,"Category
Other Problems",1
16-07-2020,Telangana,pain while doing intercourse.,1
16-07-2020,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,1
16-07-2020,Telangana,"marijuana ,",1
16-07-2020,Andhra Pradesh,Belching/ Growling Stomach/ Gas,1
16-07-2020,Telangana,BACK PAIN,1
16-07-2020,Telangana,delayed ejaculation (nuisance caller),1
16-07-2020,Telangana,continuous abdominal pain/upset Problems,1
16-07-2020,Andhra Pradesh,Unexplained weight gain,1
16-07-2020,Telangana,Rash,1
16-07-2020,Andhra Pradesh,UNEXPLAINED WEIGHT LOSS,1
16-07-2020,Andhra Pradesh,anxiety covid 19,1
16-07-2020,Telangana,RECURRING ABDOMINAL PAIN,1
16-07-2020,Andhra Pradesh,PAIN IN THE WRISTS OR HANDS,1
16-07-2020,Telangana,SCALING DISORDERS OF SKIN,1
16-07-2020,Andhra Pradesh,anxity covid 19,1
16-07-2020,Andhra Pradesh,covid19 stress,1
16-07-2020,Andhra Pradesh,nervous covid 19,1
16-07-2020,Telangana,aggression,1
16-07-2020,Andhra Pradesh,covid 19 anxiety,1
16-07-2020,Andhra Pradesh,continuous abdominal/stomach cramp Problems,1
16-07-2020,Andhra Pradesh,SCALING DISORDERS OF SKIN,1
16-07-2020,Andhra Pradesh,Rash,1
16-07-2020,Telangana,Stomach Problem,1
16-07-2020,Telangana,UNEXPLAINED WEIGHT LOSS,1
16-07-2020,Andhra Pradesh,Tooth Pain,1
16-07-2020,Andhra Pradesh,SLEEPING PROBLEM,1
16-07-2020,Telangana,NUMBNESS OR TINGLING,1
16-07-2020,Andhra Pradesh,Ear Pain or Pressure,1
16-07-2020,Andhra Pradesh,DIZZINESS,1
16-07-2020,Telangana,DIFFICULTY PASSING URINE,1
16-07-2020,Andhra Pradesh,DEPRESSION,1
16-07-2020,Telangana,DIARRHEA IN INFANTS,1
16-07-2020,Andhra Pradesh,stress,1
16-07-2020,Telangana,complain related to quarantine centre,1
16-07-2020,Telangana,NAUSEA OR VOMITING,1
16-07-2020,Andhra Pradesh,FEVER IN CHILDREN,1
16-07-2020,Andhra Pradesh,stress covid19,1
16-07-2020,Telangana,EAR PAIN IN INFANTS,1
17-07-2020,Andhra Pradesh,Fever,222
17-07-2020,Andhra Pradesh,Cough,82
17-07-2020,Andhra Pradesh,SHORTNESS OF BREATH,42
17-07-2020,Andhra Pradesh,SORE THROAT,32
17-07-2020,Telangana,Fever,18
17-07-2020,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,14
17-07-2020,Andhra Pradesh,Chronic headache,13
17-07-2020,Telangana,Belching/ Growling Stomach/ Gas,9
17-07-2020,Telangana,SHORTNESS OF BREATH,8
17-07-2020,Telangana,Chronic headache,7
17-07-2020,Telangana,Cough,6
17-07-2020,Andhra Pradesh,Chest pain,6
17-07-2020,Andhra Pradesh,NECK PAIN,6
17-07-2020,Telangana,HAIR LOSS,5
17-07-2020,Telangana,DIARRHEA,5
17-07-2020,Telangana,continuous abdominal cramp Problems,4
17-07-2020,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,4
17-07-2020,Telangana,MISSED OR IRREGULAR PERIODS,4
17-07-2020,Andhra Pradesh,Knee Pain,3
17-07-2020,Andhra Pradesh,Rash,3
17-07-2020,Telangana,Stomach ache,3
17-07-2020,Andhra Pradesh,Discharge from the eye,3
17-07-2020,Telangana,BACK PAIN,3
17-07-2020,Telangana,Tooth Pain,3
17-07-2020,Telangana,SORE THROAT,3
17-07-2020,Andhra Pradesh,Belching/ Growling Stomach/ Gas,3
17-07-2020,Telangana,NUMBNESS OR TINGLING,3
17-07-2020,Andhra Pradesh,BACK PAIN,3
17-07-2020,Andhra Pradesh,FEVER IN CHILDREN,2
17-07-2020,Andhra Pradesh,depression,2
17-07-2020,Andhra Pradesh,continuous abdominal cramp Problems,2
17-07-2020,Telangana,DIARRHEA IN INFANTS,2
17-07-2020,Telangana,Ear Pain or Pressure,2
17-07-2020,Telangana,RASH IN INFANTS AND CHILDREN,2
17-07-2020,Telangana,FEVER IN CHILDREN,2
17-07-2020,Telangana,DEPRESSION,2
17-07-2020,Telangana,SCALING DISORDERS OF SKIN,2
17-07-2020,Telangana,DIARRHEA IN CHILDREN,2
17-07-2020,Andhra Pradesh,ANXIETY,2
17-07-2020,Andhra Pradesh,DEPRESSION,2
17-07-2020,Andhra Pradesh,Stomach ache,2
17-07-2020,Telangana,White discharge,2
17-07-2020,Telangana,Chest pain,2
17-07-2020,Telangana,"Lack of sleep (2.5 hrs), stress.",1
17-07-2020,Telangana,NAUSEA OR VOMITING,1
17-07-2020,Telangana,Belching,1
17-07-2020,Telangana,COUGHING IN INFANTS AND CHILDREN,1
17-07-2020,Telangana,Breast Pain,1
17-07-2020,Telangana,Nail Problems,1
17-07-2020,Telangana,Nightfall prblm,1
17-07-2020,Telangana,anxiety because of being covid positive.,1
17-07-2020,Telangana,continuous abdominal pain/upset Problems,1
17-07-2020,Telangana,nCov,1
17-07-2020,Telangana,masturbation,1
17-07-2020,Telangana,anger management,1
17-07-2020,Telangana,PAINFUL OR FREQUENT URINATION,1
17-07-2020,Telangana,PAIN IN THE WRISTS OR HANDS,1
17-07-2020,Telangana,PAIN IN THE ANKLES OR FEET,1
17-07-2020,Telangana,Premature ejaculation,1
17-07-2020,Telangana,Vision Loss or Impairment,1
17-07-2020,Telangana,VOMITING IN INFANTS,1
17-07-2020,Telangana,UNEXPLAINED WEIGHT LOSS,1
17-07-2020,Telangana,ULCERS OF SKIN,1
17-07-2020,Telangana,Rash,1
17-07-2020,Telangana,RINGING IN THE EARS,1
17-07-2020,Andhra Pradesh,"VAGINAL SORES, LUMPS OR PAIN",1
17-07-2020,Andhra Pradesh,Tooth Pain,1
17-07-2020,Andhra Pradesh,PAIN IN THE WRISTS OR HANDS,1
17-07-2020,Andhra Pradesh,NAUSEA OR VOMITING,1
17-07-2020,Andhra Pradesh,Hip Pain,1
17-07-2020,Andhra Pradesh,Eye pain or problem with eyelid,1
17-07-2020,Andhra Pradesh,DIZZINESS,1
17-07-2020,Andhra Pradesh,DIARRHEA,1
17-07-2020,Telangana,sleeping problem,1
17-07-2020,Telangana,other,1
17-07-2020,Andhra Pradesh,alcohol addiction,1
17-07-2020,Andhra Pradesh,anxiety disorder,1
17-07-2020,Andhra Pradesh,continuous abdominal pain/upset Problems,1
17-07-2020,Andhra Pradesh,heath issue covid 19,1
17-07-2020,Andhra Pradesh,heath issue,1
18-07-2020,Andhra Pradesh,Fever,195
18-07-2020,Andhra Pradesh,Cough,77
18-07-2020,Andhra Pradesh,SHORTNESS OF BREATH,35
18-07-2020,Andhra Pradesh,SORE THROAT,34
18-07-2020,Andhra Pradesh,Chronic headache,15
18-07-2020,Telangana,Fever,13
18-07-2020,Andhra Pradesh,Chest pain,12
18-07-2020,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,11
18-07-2020,Telangana,Belching/ Growling Stomach/ Gas,8
18-07-2020,Telangana,HAIR LOSS,8
18-07-2020,Telangana,Tooth Pain,7
18-07-2020,Telangana,Cough,6
18-07-2020,Telangana,SORE THROAT,5
18-07-2020,Telangana,SHORTNESS OF BREATH,5
18-07-2020,Telangana,CONSTIPATION,5
18-07-2020,Telangana,DIZZINESS,5
18-07-2020,Telangana,Chronic headache,4
18-07-2020,Telangana,Stomach ache,4
18-07-2020,Andhra Pradesh,DIARRHEA,4
18-07-2020,Telangana,SCALING DISORDERS OF SKIN,4
18-07-2020,Telangana,Rash,4
18-07-2020,Telangana,Eye pain or problem with eyelid,4
18-07-2020,Telangana,Knee Pain,3
18-07-2020,Telangana,MISSED OR IRREGULAR PERIODS,3
18-07-2020,Telangana,PAINFUL OR FREQUENT URINATION,3
18-07-2020,Telangana,DIARRHEA,3
18-07-2020,Andhra Pradesh,Rash,3
18-07-2020,Telangana,continuous abdominal pain/upset Problems,3
18-07-2020,Telangana,continuous abdominal Problem,3
18-07-2020,Andhra Pradesh,FEVER IN CHILDREN,3
18-07-2020,Andhra Pradesh,BACK PAIN,3
18-07-2020,Andhra Pradesh,Belching/ Growling Stomach/ Gas,3
18-07-2020,Andhra Pradesh,DEPRESSION,3
18-07-2020,Telangana,DIFFICULTY PASSING URINE,2
18-07-2020,Telangana,Discharge from the eye,2
18-07-2020,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,2
18-07-2020,Telangana,UNEXPLAINED WEIGHT LOSS,2
18-07-2020,Telangana,continuous abdominal cramp Problems,2
18-07-2020,Andhra Pradesh,CONSTIPATION,2
18-07-2020,Telangana,NUMBNESS OR TINGLING,2
18-07-2020,Andhra Pradesh,UNEXPLAINED WEIGHT LOSS,2
18-07-2020,Andhra Pradesh,NECK PAIN,2
18-07-2020,Andhra Pradesh,Ear Pain or Pressure,2
18-07-2020,Andhra Pradesh,continuous abdominal pain/upset Problems,1
18-07-2020,Andhra Pradesh,VOMITING IN INFANTS,1
18-07-2020,Andhra Pradesh,ULCERS OF SKIN,1
18-07-2020,Andhra Pradesh,SCROTAL PAIN,1
18-07-2020,Andhra Pradesh,ANXIETY,1
18-07-2020,Andhra Pradesh,Stomach ache,1
18-07-2020,Telangana,penis foreskin issue,1
18-07-2020,Telangana,nocturnal emission,1
18-07-2020,Telangana,night fall,1
18-07-2020,Telangana,"nervous, low mood, low confidence.",1
18-07-2020,Telangana,lack of sleep (nuisance caller),1
18-07-2020,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
18-07-2020,Telangana,RECURRING ABDOMINAL PAIN,1
18-07-2020,Andhra Pradesh,COVID 19 STRESS,1
18-07-2020,Andhra Pradesh,DIZZINESS,1
18-07-2020,Andhra Pradesh,RASH IN INFANTS AND CHILDREN,1
18-07-2020,Andhra Pradesh,PRALISED,1
18-07-2020,Andhra Pradesh,NAUSEA OR VOMITING,1
18-07-2020,Andhra Pradesh,Knee Pain,1
18-07-2020,Andhra Pradesh,FEAR OF COVID 19,1
18-07-2020,Telangana,RASH IN INFANTS AND CHILDREN,1
18-07-2020,Telangana,NAUSEA OR VOMITING,1
18-07-2020,Telangana,Micro penis,1
18-07-2020,Telangana,Low sex Desire,1
18-07-2020,Telangana,Ear Pain or Pressure,1
18-07-2020,Telangana,Ear Pain In Children,1
18-07-2020,Telangana,Depression,1
18-07-2020,Telangana,PAIN IN THE WRISTS OR HANDS,1
18-07-2020,Telangana,PAIN IN THE ANKLES OR FEET,1
18-07-2020,Telangana,NECK PAIN,1
18-07-2020,Telangana,DIARRHEA IN CHILDREN,1
18-07-2020,Telangana,Chest pain,1
18-07-2020,Telangana,BACK PAIN,1
18-07-2020,Telangana,Alcohol addiction,1
19-07-2020,Andhra Pradesh,Fever,220
19-07-2020,Andhra Pradesh,Cough,96
19-07-2020,Andhra Pradesh,SHORTNESS OF BREATH,52
19-07-2020,Andhra Pradesh,SORE THROAT,27
19-07-2020,Andhra Pradesh,Chest pain,14
19-07-2020,Telangana,Fever,10
19-07-2020,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,8
19-07-2020,Andhra Pradesh,Chronic headache,8
19-07-2020,Telangana,Cough,8
19-07-2020,Andhra Pradesh,NECK PAIN,7
19-07-2020,Telangana,Belching/ Growling Stomach/ Gas,7
19-07-2020,Telangana,Tooth Pain,5
19-07-2020,Andhra Pradesh,Belching/ Growling Stomach/ Gas,5
19-07-2020,Telangana,continuous abdominal cramp Problems,4
19-07-2020,Telangana,SHORTNESS OF BREATH,4
19-07-2020,Telangana,NECK PAIN,4
19-07-2020,Telangana,NAUSEA OR VOMITING,4
19-07-2020,Andhra Pradesh,DIARRHEA,3
19-07-2020,Andhra Pradesh,EAR PAIN IN INFANTS,3
19-07-2020,Andhra Pradesh,NAUSEA OR VOMITING,3
19-07-2020,Telangana,FEVER IN INFANTS,3
19-07-2020,Telangana,DIARRHEA,3
19-07-2020,Telangana,DIZZINESS,3
19-07-2020,Telangana,PAIN IN THE ANKLES OR FEET,3
19-07-2020,Andhra Pradesh,continuous abdominal pain/upset Problems,2
19-07-2020,Andhra Pradesh,FEVER IN CHILDREN,2
19-07-2020,Andhra Pradesh,DIZZINESS,2
19-07-2020,Telangana,Chronic headache,2
19-07-2020,Telangana,Chest pain,2
19-07-2020,Telangana,NUMBNESS OR TINGLING,2
19-07-2020,Telangana,SORE THROAT,2
19-07-2020,Telangana,Discharge from the eye,2
19-07-2020,Telangana,HAIR LOSS,2
19-07-2020,Telangana,DEPRESSION,1
19-07-2020,Telangana,BACK PAIN,1
19-07-2020,Telangana,FEVER IN CHILDREN,1
19-07-2020,Telangana,Ear Pain or Pressure,1
19-07-2020,Telangana,EAR PAIN IN INFANTS,1
19-07-2020,Andhra Pradesh,depression,1
19-07-2020,Andhra Pradesh,continuous abdominal cramp Problems,1
19-07-2020,Andhra Pradesh,Wheezing,1
19-07-2020,Andhra Pradesh,VOMITING IN INFANTS,1
19-07-2020,Andhra Pradesh,"VAGINAL SORES, LUMPS OR PAIN",1
19-07-2020,Andhra Pradesh,Tooth Pain,1
19-07-2020,Andhra Pradesh,Rash,1
19-07-2020,Andhra Pradesh,Hip Pain,1
19-07-2020,Andhra Pradesh,depression covid 19,1
19-07-2020,Telangana,continuous abdominal pain/upset Problems,1
19-07-2020,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
19-07-2020,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
19-07-2020,Telangana,Rash,1
19-07-2020,Telangana,Knee Pain,1
19-07-2020,Telangana,"generalised anxiety disorder , depression",1
19-07-2020,Andhra Pradesh,COUGHING IN INFANTS AND CHILDREN,1
19-07-2020,Andhra Pradesh,Belching,1
19-07-2020,Andhra Pradesh,Stomach ache,1
19-07-2020,Telangana,"tension ,stress",1
19-07-2020,Telangana,"sleep and appetite disturbance, sadness, worry",1
19-07-2020,Telangana,"other problem , pain problem",1
20-07-2020,Andhra Pradesh,Fever,197
20-07-2020,Andhra Pradesh,Cough,108
20-07-2020,Andhra Pradesh,SHORTNESS OF BREATH,51
20-07-2020,Andhra Pradesh,SORE THROAT,28
20-07-2020,Telangana,Fever,23
20-07-2020,Telangana,Belching/ Growling Stomach/ Gas,18
20-07-2020,Andhra Pradesh,Chronic headache,16
20-07-2020,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,13
20-07-2020,Andhra Pradesh,Chest pain,11
20-07-2020,Telangana,Cough,6
20-07-2020,Telangana,SHORTNESS OF BREATH,5
20-07-2020,Telangana,FEVER IN CHILDREN,5
20-07-2020,Telangana,MISSED OR IRREGULAR PERIODS,5
20-07-2020,Telangana,Chronic headache,5
20-07-2020,Telangana,continuous abdominal cramp Problems,4
20-07-2020,Telangana,SCALING DISORDERS OF SKIN,4
20-07-2020,Telangana,DEPRESSION,4
20-07-2020,Andhra Pradesh,Belching/ Growling Stomach/ Gas,4
20-07-2020,Andhra Pradesh,stress covid19,3
20-07-2020,Telangana,Chest pain,3
20-07-2020,Telangana,UNEXPLAINED WEIGHT LOSS,3
20-07-2020,Telangana,continuous abdominal pain/upset Problems,3
20-07-2020,Telangana,Eye pain or problem with eyelid,3
20-07-2020,Telangana,NAUSEA OR VOMITING,3
20-07-2020,Andhra Pradesh,DIARRHEA,3
20-07-2020,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,2
20-07-2020,Telangana,NECK PAIN,2
20-07-2020,Telangana,PAINFUL OR FREQUENT URINATION,2
20-07-2020,Telangana,Rash,2
20-07-2020,Andhra Pradesh,Stomach ache,2
20-07-2020,Andhra Pradesh,Discharge from the eye,2
20-07-2020,Andhra Pradesh,BACK PAIN,2
20-07-2020,Andhra Pradesh,DEPRESSION,2
20-07-2020,Andhra Pradesh,ANXIETY,2
20-07-2020,Andhra Pradesh,HAIR LOSS,2
20-07-2020,Telangana,Knee Pain,2
20-07-2020,Telangana,BACK PAIN,2
20-07-2020,Telangana,Stomach ache,2
20-07-2020,Telangana,HAIR LOSS,2
20-07-2020,Telangana,Belching,1
20-07-2020,Telangana,CONSTIPATION,1
20-07-2020,Telangana,COUGHING IN CHILDREN,1
20-07-2020,Andhra Pradesh,DIZZINESS,1
20-07-2020,Andhra Pradesh,COVID,1
20-07-2020,Andhra Pradesh,Depression,1
20-07-2020,Telangana,"weakness, pain in body, laziness.",1
20-07-2020,Telangana,"problem in pennis, dissatisfaction while intercour",1
20-07-2020,Telangana,"over thinking. unsuccessful in life, low mood",1
20-07-2020,Andhra Pradesh,Tooth Pain,1
20-07-2020,Andhra Pradesh,TORTURE,1
20-07-2020,Andhra Pradesh,NECK PAIN,1
20-07-2020,Andhra Pradesh,NAUSEA OR VOMITING,1
20-07-2020,Andhra Pradesh,Knee Pain,1
20-07-2020,Andhra Pradesh,Hearing Loss,1
20-07-2020,Andhra Pradesh,HEAVY MENSTRUAL PERIODS,1
20-07-2020,Andhra Pradesh,Eye pain or problem with eyelid,1
20-07-2020,Andhra Pradesh,Ear Pain In Children,1
20-07-2020,Telangana,night fall,1
20-07-2020,Telangana,Ear Pain or Pressure,1
20-07-2020,Telangana,DIZZINESS,1
20-07-2020,Telangana,DIFFICULTY PASSING URINE,1
20-07-2020,Telangana,DIARRHEA,1
20-07-2020,Telangana,Ear Pain In Children,1
20-07-2020,Telangana,FEVER IN INFANTS,1
20-07-2020,Telangana,is it problem to sex during COVID times?,1
20-07-2020,Telangana,"breakup issue , tension",1
20-07-2020,Telangana,"VAGINAL SORES, LUMPS OR PAIN",1
20-07-2020,Telangana,Swollen Glands,1
20-07-2020,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
20-07-2020,Telangana,RECURRING ABDOMINAL PAIN,1
20-07-2020,Telangana,RASH IN INFANTS AND CHILDREN,1
20-07-2020,Telangana,PAINFUL MENSTRUAL CRAMPS,1
20-07-2020,Telangana,PAIN IN THE ANKLES OR FEET,1
20-07-2020,Telangana,OTHER,1
20-07-2020,Andhra Pradesh,stigma,1
20-07-2020,Andhra Pradesh,relationship issues,1
20-07-2020,Andhra Pradesh,VOMITING IN INFANTS,1
20-07-2020,Andhra Pradesh,Wheezing,1
20-07-2020,Andhra Pradesh,fiver,1
20-07-2020,Andhra Pradesh,cold cough,1
20-07-2020,Andhra Pradesh,fear from covid 19,1
20-07-2020,Andhra Pradesh,continuous abdominal cramp Problems,1
21-07-2020,Andhra Pradesh,Fever,153
21-07-2020,Andhra Pradesh,Cough,77
21-07-2020,Andhra Pradesh,SHORTNESS OF BREATH,62
21-07-2020,Telangana,Fever,25
21-07-2020,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,12
21-07-2020,Andhra Pradesh,Chest pain,11
21-07-2020,Andhra Pradesh,SORE THROAT,11
21-07-2020,Andhra Pradesh,Chronic headache,10
21-07-2020,Telangana,Chronic headache,8
21-07-2020,Telangana,DIARRHEA,7
21-07-2020,Telangana,continuous abdominal pain/upset Problems,7
21-07-2020,Telangana,continuous abdominal cramp Problems,6
21-07-2020,Telangana,Belching/ Growling Stomach/ Gas,6
21-07-2020,Andhra Pradesh,BACK PAIN,5
21-07-2020,Telangana,BACK PAIN,5
21-07-2020,Telangana,DIFFICULTY PASSING URINE,4
21-07-2020,Telangana,Cough,4
21-07-2020,Telangana,MISSED OR IRREGULAR PERIODS,4
21-07-2020,Andhra Pradesh,VOMITING IN INFANTS,4
21-07-2020,Andhra Pradesh,DIARRHEA,4
21-07-2020,Andhra Pradesh,Belching/ Growling Stomach/ Gas,4
21-07-2020,Telangana,NAUSEA OR VOMITING,3
21-07-2020,Telangana,BLOOD IN THE URINE,3
21-07-2020,Telangana,PAINFUL OR FREQUENT URINATION,3
21-07-2020,Telangana,PAIN IN THE ANKLES OR FEET,3
21-07-2020,Telangana,NUMBNESS OR TINGLING,3
21-07-2020,Telangana,Stomach ache,2
21-07-2020,Andhra Pradesh,Rash,2
21-07-2020,Telangana,SCALING DISORDERS OF SKIN,2
21-07-2020,Telangana,PAIN IN THE WRISTS OR HANDS,2
21-07-2020,Telangana,Nocturnal emission,2
21-07-2020,Telangana,SORE THROAT,2
21-07-2020,Telangana,NECK PAIN,2
21-07-2020,Telangana,Chest pain,2
21-07-2020,Telangana,HAIR LOSS,2
21-07-2020,Telangana,FEVER IN CHILDREN,2
21-07-2020,Andhra Pradesh,NAUSEA OR VOMITING,2
21-07-2020,Andhra Pradesh,PAIN IN THE WRISTS OR HANDS,1
21-07-2020,Andhra Pradesh,NUMBNESS OR TINGLING,1
21-07-2020,Andhra Pradesh,NECK PAIN,1
21-07-2020,Andhra Pradesh,FEVER IN CHILDREN,1
21-07-2020,Andhra Pradesh,fiver,1
21-07-2020,Andhra Pradesh,depression,1
21-07-2020,Andhra Pradesh,cough,1
21-07-2020,Andhra Pradesh,continuous abdominal pain/upset Problems,1
21-07-2020,Andhra Pradesh,continuous abdominal cramp Problems,1
21-07-2020,Andhra Pradesh,SHOULDER PAIN,1
